Pokemon,Type,Species,Height,Weight,Abilities,Catch Rate,Base Exp,Growth Rate,Gender,HP Base,Attack Base,Defense Base,Special Attack Base,Special Defense Base,Speed Base
Alolan Grimer,"Poison, Dark",Sludge Pokémon,0.7 m (2′04″),42.0 kg (92.6 lbs),"1. Poison Touch, 2. Gluttony, Power of Alchemy (hidden ability)","190 (24.8% with PokéBall, full HP)",65,Medium Fast,"50% male, 50% female",80,80,50,40,50,25
Grimmsnarl,"Dark, Fairy",Bulk Up Pokémon,1.5 m (4′11″),61.0 kg (134.5 lbs),"1. Prankster, 2. Frisk, Pickpocket (hidden ability)","45 (5.9% with PokéBall, full HP)",255,Medium Fast,"100% male, 0% female",95,120,65,95,75,60
Grookey,Grass,Chimp Pokémon,0.3 m (1′00″),5.0 kg (11.0 lbs),"1. Overgrow, Grassy Surge (hidden ability)","45 (5.9% with PokéBall, full HP)",62,Medium Slow,"87.5% male, 12.5% female",50,65,50,40,40,65
Grotle,Grass,Grove Pokémon,1.1 m (3′07″),97.0 kg (213.8 lbs),"1. Overgrow, Shell Armor (hidden ability)","45 (5.9% with PokéBall, full HP)",142,Medium Slow,"87.5% male, 12.5% female",75,89,85,55,65,36
Groudon,Ground,Continent Pokémon,3.5 m (11′06″),950.0 kg (2094.4 lbs),1. Drought,"3 (0.4% with PokéBall, full HP)",335,Slow,Genderless,100,150,140,100,90,90
Primal Groudon,"Ground, Fire",Continent Pokémon,5.0 m (16′05″),999.7 kg (2204.0 lbs),1. Desolate Land,"5 (0.7% with PokéBall, full HP)",347,Slow,Genderless,100,180,160,150,90,90
Grovyle,Grass,Wood Gecko Pokémon,0.9 m (2′11″),21.6 kg (47.6 lbs),"1. Overgrow, Unburden (hidden ability)","45 (5.9% with PokéBall, full HP)",142,Medium Slow,"87.5% male, 12.5% female",50,65,45,85,65,95
Growlithe,Fire,Puppy Pokémon,0.7 m (2′04″),19.0 kg (41.9 lbs),"1. Intimidate, 2. Flash Fire, Justified (hidden ability)","190 (24.8% with PokéBall, full HP)",70,Slow,"75% male, 25% female",55,70,45,70,50,60
Hisuian Growlithe,"Fire, Rock",Scout Pokémon,0.8 m (2′07″),22.7 kg (50.0 lbs),"1. Intimidate, 2. Flash Fire, Rock Head (hidden ability)","190 (24.8% with PokéBall, full HP)",70,Slow,"75% male, 25% female",60,75,45,65,50,55
Grubbin,Bug,Larva Pokémon,0.4 m (1′04″),4.4 kg (9.7 lbs),1. Swarm,"255 (33.3% with PokéBall, full HP)",60,Medium Fast,"50% male, 50% female",47,62,45,55,45,46
Grumpig,Psychic,Manipulate Pokémon,0.9 m (2′11″),71.5 kg (157.6 lbs),"1. Thick Fat, 2. Own Tempo, Gluttony (hidden ability)","60 (7.8% with PokéBall, full HP)",165,Fast,"50% male, 50% female",80,45,65,90,110,80
Gulpin,Poison,Stomach Pokémon,0.4 m (1′04″),10.3 kg (22.7 lbs),"1. Liquid Ooze, 2. Sticky Hold, Gluttony (hidden ability)","225 (29.4% with PokéBall, full HP)",60,Fluctuating,"50% male, 50% female",70,43,53,43,53,40
Gumshoos,Normal,Stakeout Pokémon,0.7 m (2′04″),14.2 kg (31.3 lbs),"1. Strong Jaw, 2. Stakeout, Adaptability (hidden ability)","127 (16.6% with PokéBall, full HP)",146,Medium Fast,"50% male, 50% female",88,110,60,55,60,45
Gurdurr,Fighting,Muscular Pokémon,1.2 m (3′11″),40.0 kg (88.2 lbs),"1. Guts, 2. Sheer Force, Iron Fist (hidden ability)","90 (11.8% with PokéBall, full HP)",142,Medium Slow,"75% male, 25% female",85,105,85,40,50,40
Guzzlord,"Dark, Dragon",Junkivore Pokémon,5.5 m (18′01″),888.0 kg (1957.7 lbs),1. Beast Boost,"45 (5.9% with PokéBall, full HP)",257,Slow,Genderless,223,101,53,97,53,43
Gyarados,"Water, Flying",Atrocious Pokémon,6.5 m (21′04″),235.0 kg (518.1 lbs),"1. Intimidate, Moxie (hidden ability)","45 (5.9% with PokéBall, full HP)",189,Slow,"50% male, 50% female",95,125,79,60,100,81
Hakamo-o,"Dragon, Fighting",Scaly Pokémon,1.2 m (3′11″),47.0 kg (103.6 lbs),"1. Bulletproof, 2. Soundproof, Overcoat (hidden ability)","45 (5.9% with PokéBall, full HP)",147,Slow,"50% male, 50% female",55,75,90,65,70,65
Happiny,Normal,Playhouse Pokémon,0.6 m (2′00″),24.4 kg (53.8 lbs),"1. Natural Cure, 2. Serene Grace, Friend Guard (hidden ability)","130 (17.0% with PokéBall, full HP)",110,Fast,"0% male, 100% female",100,5,5,15,65,30
Hariyama,Fighting,Arm Thrust Pokémon,2.3 m (7′07″),253.8 kg (559.5 lbs),"1. Thick Fat, 2. Guts, Sheer Force (hidden ability)","200 (26.1% with PokéBall, full HP)",166,Fluctuating,"75% male, 25% female",144,120,60,40,60,50
Hatenna,Psychic,Calm Pokémon,0.4 m (1′04″),3.4 kg (7.5 lbs),"1. Healer, 2. Anticipation, Magic Bounce (hidden ability)","235 (30.7% with PokéBall, full HP)",53,Slow,"0% male, 100% female",42,30,45,56,53,39
Hatterene,"Psychic, Fairy",Silent Pokémon,2.1 m (6′11″),5.1 kg (11.2 lbs),"1. Healer, 2. Anticipation, Magic Bounce (hidden ability)","45 (5.9% with PokéBall, full HP)",255,Slow,"0% male, 100% female",57,90,95,136,103,29
Hattrem,Psychic,Serene Pokémon,0.6 m (2′00″),4.8 kg (10.6 lbs),"1. Healer, 2. Anticipation, Magic Bounce (hidden ability)","120 (15.7% with PokéBall, full HP)",130,Slow,"0% male, 100% female",57,40,65,86,73,49
Haunter,"Ghost, Poison",Gas Pokémon,1.6 m (5′03″),0.1 kg (0.2 lbs),1. Levitate,"90 (11.8% with PokéBall, full HP)",142,Medium Slow,"50% male, 50% female",45,50,45,115,55,95
Hawlucha,"Fighting, Flying",Wrestling Pokémon,0.8 m (2′07″),21.5 kg (47.4 lbs),"1. Limber, 2. Unburden, Mold Breaker (hidden ability)","100 (13.1% with PokéBall, full HP)",175,Medium Fast,"50% male, 50% female",78,92,75,74,63,118
Haxorus,Dragon,Axe Jaw Pokémon,1.8 m (5′11″),105.5 kg (232.6 lbs),"1. Rivalry, 2. Mold Breaker, Unnerve (hidden ability)","45 (5.9% with PokéBall, full HP)",270,Slow,"50% male, 50% female",76,147,90,60,70,97
Heatmor,Fire,Anteater Pokémon,1.4 m (4′07″),58.0 kg (127.9 lbs),"1. Gluttony, 2. Flash Fire, White Smoke (hidden ability)","90 (11.8% with PokéBall, full HP)",169,Medium Fast,"50% male, 50% female",85,97,66,105,66,65
Heatran,"Fire, Steel",Lava Dome Pokémon,1.7 m (5′07″),430.0 kg (948.0 lbs),"1. Flash Fire, Flame Body (hidden ability)","3 (0.4% with PokéBall, full HP)",300,Slow,"50% male, 50% female",91,90,106,130,106,77
Heliolisk,"Electric, Normal",Generator Pokémon,1.0 m (3′03″),21.0 kg (46.3 lbs),"1. Dry Skin, 2. Sand Veil, Solar Power (hidden ability)","75 (9.8% with PokéBall, full HP)",168,Medium Fast,"50% male, 50% female",62,55,52,109,94,109
Helioptile,"Electric, Normal",Generator Pokémon,0.5 m (1′08″),6.0 kg (13.2 lbs),"1. Dry Skin, 2. Sand Veil, Solar Power (hidden ability)","190 (24.8% with PokéBall, full HP)",58,Medium Fast,"50% male, 50% female",44,38,33,61,43,70
Heracross,"Bug, Fighting",Single Horn Pokémon,1.5 m (4′11″),54.0 kg (119.0 lbs),"1. Swarm, 2. Guts, Moxie (hidden ability)","45 (5.9% with PokéBall, full HP)",175,Slow,"50% male, 50% female",80,125,75,40,95,85
Herdier,Normal,Loyal Dog Pokémon,0.9 m (2′11″),14.7 kg (32.4 lbs),"1. Intimidate, 2. Sand Rush, Scrappy (hidden ability)","120 (15.7% with PokéBall, full HP)",130,Medium Slow,"50% male, 50% female",65,80,65,35,65,60
Hippopotas,Ground,Hippo Pokémon,0.8 m (2′07″),49.5 kg (109.1 lbs),"1. Sand Stream, Sand Force (hidden ability)","140 (18.3% with PokéBall, full HP)",66,Slow,"50% male, 50% female",68,72,78,38,42,32
Hippowdon,Ground,Heavyweight Pokémon,2.0 m (6′07″),300.0 kg (661.4 lbs),"1. Sand Stream, Sand Force (hidden ability)","60 (7.8% with PokéBall, full HP)",184,Slow,"50% male, 50% female",108,112,118,68,72,47
Hitmonchan,Fighting,Punching Pokémon,1.4 m (4′07″),50.2 kg (110.7 lbs),"1. Keen Eye, 2. Iron Fist, Inner Focus (hidden ability)","45 (5.9% with PokéBall, full HP)",159,Medium Fast,"100% male, 0% female",50,105,79,35,110,76
Hitmonlee,Fighting,Kicking Pokémon,1.5 m (4′11″),49.8 kg (109.8 lbs),"1. Limber, 2. Reckless, Unburden (hidden ability)","45 (5.9% with PokéBall, full HP)",159,Medium Fast,"100% male, 0% female",50,120,53,35,110,87
Hitmontop,Fighting,Handstand Pokémon,1.4 m (4′07″),48.0 kg (105.8 lbs),"1. Intimidate, 2. Technician, Steadfast (hidden ability)","45 (5.9% with PokéBall, full HP)",159,Medium Fast,"100% male, 0% female",50,95,95,35,110,70
Ho-oh,"Fire, Flying",Rainbow Pokémon,3.8 m (12′06″),199.0 kg (438.7 lbs),"1. Pressure, Regenerator (hidden ability)","3 (0.4% with PokéBall, full HP)",306,Slow,Genderless,106,130,90,110,154,90
Honchkrow,"Dark, Flying",Big Boss Pokémon,0.9 m (2′11″),27.3 kg (60.2 lbs),"1. Insomnia, 2. Super Luck, Moxie (hidden ability)","30 (3.9% with PokéBall, full HP)",177,Medium Slow,"50% male, 50% female",100,125,52,105,52,71
Honedge,"Steel, Ghost",Sword Pokémon,0.8 m (2′07″),2.0 kg (4.4 lbs),1. No Guard,"180 (23.5% with PokéBall, full HP)",65,Medium Fast,"50% male, 50% female",45,80,100,35,37,28
Hoopa Confined,"Psychic, Ghost",Mischief Pokémon,0.5 m (1′08″),9.0 kg (19.8 lbs),1. Magician,"3 (0.4% with PokéBall, full HP)",300,Slow,Genderless,80,110,60,150,130,70
Hoopa Unbound,"Psychic, Dark",Djinn Pokémon,6.5 m (21′04″),490.0 kg (1080.3 lbs),1. Magician,"3 (0.4% with PokéBall, full HP)",340,Slow,Genderless,80,160,60,170,130,80
Hoothoot,"Normal, Flying",Owl Pokémon,0.7 m (2′04″),21.2 kg (46.7 lbs),"1. Insomnia, 2. Keen Eye, Tinted Lens (hidden ability)","255 (33.3% with PokéBall, full HP)",52,Medium Fast,"50% male, 50% female",60,30,30,36,56,50
Hoppip,"Grass, Flying",Cottonweed Pokémon,0.4 m (1′04″),0.5 kg (1.1 lbs),"1. Chlorophyll, 2. Leaf Guard, Infiltrator (hidden ability)","255 (33.3% with PokéBall, full HP)",50,Medium Slow,"50% male, 50% female",35,35,40,35,55,50
Horsea,Water,Dragon Pokémon,0.4 m (1′04″),8.0 kg (17.6 lbs),"1. Swift Swim, 2. Sniper, Damp (hidden ability)","225 (29.4% with PokéBall, full HP)",59,Medium Fast,"50% male, 50% female",30,40,70,70,25,60
Houndoom,"Dark, Fire",Dark Pokémon,1.4 m (4′07″),35.0 kg (77.2 lbs),"1. Early Bird, 2. Flash Fire, Unnerve (hidden ability)","45 (5.9% with PokéBall, full HP)",175,Slow,"50% male, 50% female",75,90,50,110,80,95
Houndour,"Dark, Fire",Dark Pokémon,0.6 m (2′00″),10.8 kg (23.8 lbs),"1. Early Bird, 2. Flash Fire, Unnerve (hidden ability)","120 (15.7% with PokéBall, full HP)",66,Slow,"50% male, 50% female",45,60,30,80,50,65
Houndstone,Ghost,Ghost Dog Pokémon,2.0 m (6′07″),15.0 kg (33.1 lbs),"1. Sand Rush, Fluffy (hidden ability)","60 (7.8% with PokéBall, full HP)",171,Medium Slow,"50% male, 50% female",72,101,100,50,97,68
Huntail,Water,Deep Sea Pokémon,1.7 m (5′07″),27.0 kg (59.5 lbs),"1. Swift Swim, Water Veil (hidden ability)","60 (7.8% with PokéBall, full HP)",170,Erratic,"50% male, 50% female",55,104,105,94,75,52
Hydrapple,"Grass, Dragon",—,1.8 m (5′11″),93.0 kg (205.0 lbs),"1. Supersweet Syrup, 2. Regenerator, Sticky Hold (hidden ability)","10 (1.3% with PokéBall, full HP)",—,Erratic,"50% male, 50% female",106,80,110,120,80,44
Hydreigon,"Dark, Dragon",Brutal Pokémon,1.8 m (5′11″),160.0 kg (352.7 lbs),1. Levitate,"45 (5.9% with PokéBall, full HP)",300,Slow,"50% male, 50% female",92,105,90,125,90,98
Hypno,Psychic,Hypnosis Pokémon,1.6 m (5′03″),75.6 kg (166.7 lbs),"1. Insomnia, 2. Forewarn, Inner Focus (hidden ability)","75 (9.8% with PokéBall, full HP)",169,Medium Fast,"50% male, 50% female",85,73,70,73,115,67
Igglybuff,"Normal, Fairy",Balloon Pokémon,0.3 m (1′00″),1.0 kg (2.2 lbs),"1. Cute Charm, 2. Competitive, Friend Guard (hidden ability)","170 (22.2% with PokéBall, full HP)",42,Fast,"25% male, 75% female",90,30,15,40,20,15
Illumise,Bug,Firefly Pokémon,0.6 m (2′00″),17.7 kg (39.0 lbs),"1. Oblivious, 2. Tinted Lens, Prankster (hidden ability)","150 (19.6% with PokéBall, full HP)",151,Fluctuating,"0% male, 100% female",65,47,75,73,85,85
Impidimp,"Dark, Fairy",Wily Pokémon,0.4 m (1′04″),5.5 kg (12.1 lbs),"1. Prankster, 2. Frisk, Pickpocket (hidden ability)","255 (33.3% with PokéBall, full HP)",53,Medium Fast,"100% male, 0% female",45,45,30,55,40,50
Incineroar,"Fire, Dark",Heel Pokémon,1.8 m (5′11″),83.0 kg (183.0 lbs),"1. Blaze, Intimidate (hidden ability)","45 (5.9% with PokéBall, full HP)",239,Medium Slow,"87.5% male, 12.5% female",95,115,90,80,90,60
Indeedee Male,"Psychic, Normal",Emotion Pokémon,0.9 m (2′11″),28.0 kg (61.7 lbs),"1. Inner Focus, 2. Synchronize, Psychic Surge (hidden ability)","30 (3.9% with PokéBall, full HP)",166,Fast,"100% male, 0% female",60,65,55,105,95,95
Indeedee Female,"Psychic, Normal",Emotion Pokémon,0.9 m (2′11″),28.0 kg (61.7 lbs),"1. Own Tempo, 2. Synchronize, Psychic Surge (hidden ability)","30 (3.9% with PokéBall, full HP)",166,Fast,"0% male, 100% female",70,55,65,95,105,85
Infernape,"Fire, Fighting",Flame Pokémon,1.2 m (3′11″),55.0 kg (121.3 lbs),"1. Blaze, Iron Fist (hidden ability)","45 (5.9% with PokéBall, full HP)",240,Medium Slow,"87.5% male, 12.5% female",76,104,71,104,71,108
Inkay,"Dark, Psychic",Revolving Pokémon,0.4 m (1′04″),3.5 kg (7.7 lbs),"1. Contrary, 2. Suction Cups, Infiltrator (hidden ability)","190 (24.8% with PokéBall, full HP)",58,Medium Fast,"50% male, 50% female",53,54,53,37,46,45
Inteleon,Water,Secret Agent Pokémon,1.9 m (6′03″),45.2 kg (99.6 lbs),"1. Torrent, Sniper (hidden ability)","45 (5.9% with PokéBall, full HP)",265,Medium Slow,"87.5% male, 12.5% female",70,85,65,125,65,120
Iron Boulder,"Rock, Psychic",Paradox Pokémon,1.5 m (4′11″),162.5 kg (358.3 lbs),1. Quark Drive,"10 (1.3% with PokéBall, full HP)",—,Slow,Genderless,90,120,80,68,108,124
Iron Bundle,"Ice, Water",Paradox Pokémon,0.6 m (2′00″),11.0 kg (24.3 lbs),1. Quark Drive,"50 (6.5% with PokéBall, full HP)",285,Slow,Genderless,56,80,114,124,60,136
Iron Crown,"Steel, Psychic",Paradox Pokémon,1.6 m (5′03″),156.0 kg (343.9 lbs),1. Quark Drive,"10 (1.3% with PokéBall, full HP)",—,Slow,Genderless,90,72,100,122,108,98
Iron Hands,"Fighting, Electric",Paradox Pokémon,1.8 m (5′11″),380.7 kg (839.3 lbs),1. Quark Drive,"50 (6.5% with PokéBall, full HP)",285,Slow,Genderless,154,140,108,50,68,50
Iron Jugulis,"Dark, Flying",Paradox Pokémon,1.3 m (4′03″),111.0 kg (244.7 lbs),1. Quark Drive,"30 (3.9% with PokéBall, full HP)",285,Slow,Genderless,94,80,86,122,80,108
Iron Leaves,"Grass, Psychic",Paradox Pokémon,1.5 m (4′11″),125.0 kg (275.6 lbs),1. Quark Drive,"5 (0.7% with PokéBall, full HP)",—,Slow,Genderless,90,130,88,70,108,104
Iron Moth,"Fire, Poison",Paradox Pokémon,1.2 m (3′11″),36.0 kg (79.4 lbs),1. Quark Drive,"30 (3.9% with PokéBall, full HP)",285,Slow,Genderless,80,70,60,140,110,110
Iron Thorns,"Rock, Electric",Paradox Pokémon,1.6 m (5′03″),303.0 kg (668.0 lbs),1. Quark Drive,"30 (3.9% with PokéBall, full HP)",285,Slow,Genderless,100,134,110,70,84,72
Iron Treads,"Ground, Steel",Paradox Pokémon,0.9 m (2′11″),240.0 kg (529.1 lbs),1. Quark Drive,"30 (3.9% with PokéBall, full HP)",285,Slow,Genderless,90,112,120,72,70,106
Iron Valiant,"Fairy, Fighting",Paradox Pokémon,1.4 m (4′07″),35.0 kg (77.2 lbs),1. Quark Drive,"10 (1.3% with PokéBall, full HP)",295,Slow,Genderless,74,130,90,120,60,116
Ivysaur,"Grass, Poison",Seed Pokémon,1.0 m (3′03″),13.0 kg (28.7 lbs),"1. Overgrow, Chlorophyll (hidden ability)","45 (5.9% with PokéBall, full HP)",142,Medium Slow,"87.5% male, 12.5% female",60,62,63,80,80,60
Jangmo-o,Dragon,Scaly Pokémon,0.6 m (2′00″),29.7 kg (65.5 lbs),"1. Bulletproof, 2. Soundproof, Overcoat (hidden ability)","45 (5.9% with PokéBall, full HP)",60,Slow,"50% male, 50% female",45,55,65,45,45,45
Jellicent,"Water, Ghost",Floating Pokémon,2.2 m (7′03″),135.0 kg (297.6 lbs),"1. Water Absorb, 2. Cursed Body, Damp (hidden ability)","60 (7.8% with PokéBall, full HP)",168,Medium Fast,"50% male, 50% female",100,60,70,85,105,60
Jigglypuff,"Normal, Fairy",Balloon Pokémon,0.5 m (1′08″),5.5 kg (12.1 lbs),"1. Cute Charm, 2. Competitive, Friend Guard (hidden ability)","170 (22.2% with PokéBall, full HP)",95,Fast,"25% male, 75% female",115,45,20,45,25,20
Jirachi,"Steel, Psychic",Wish Pokémon,0.3 m (1′00″),1.1 kg (2.4 lbs),1. Serene Grace,"3 (0.4% with PokéBall, full HP)",270,Slow,Genderless,100,100,100,100,100,100
Jolteon,Electric,Lightning Pokémon,0.8 m (2′07″),24.5 kg (54.0 lbs),"1. Volt Absorb, Quick Feet (hidden ability)","45 (5.9% with PokéBall, full HP)",184,Medium Fast,"87.5% male, 12.5% female",65,65,60,110,95,130
Joltik,"Bug, Electric",Attaching Pokémon,0.1 m (0′04″),0.6 kg (1.3 lbs),"1. Compound Eyes, 2. Unnerve, Swarm (hidden ability)","190 (24.8% with PokéBall, full HP)",64,Medium Fast,"50% male, 50% female",50,47,50,57,50,65
Jumpluff,"Grass, Flying",Cottonweed Pokémon,0.8 m (2′07″),3.0 kg (6.6 lbs),"1. Chlorophyll, 2. Leaf Guard, Infiltrator (hidden ability)","45 (5.9% with PokéBall, full HP)",230,Medium Slow,"50% male, 50% female",75,55,70,55,95,110
Jynx,"Ice, Psychic",Human Shape Pokémon,1.4 m (4′07″),40.6 kg (89.5 lbs),"1. Oblivious, 2. Forewarn, Dry Skin (hidden ability)","45 (5.9% with PokéBall, full HP)",159,Medium Fast,"0% male, 100% female",65,50,35,115,95,95
Kabuto,"Rock, Water",Shellfish Pokémon,0.5 m (1′08″),11.5 kg (25.4 lbs),"1. Swift Swim, 2. Battle Armor, Weak Armor (hidden ability)","45 (5.9% with PokéBall, full HP)",71,Medium Fast,"87.5% male, 12.5% female",30,80,90,55,45,55
Kabutops,"Rock, Water",Shellfish Pokémon,1.3 m (4′03″),40.5 kg (89.3 lbs),"1. Swift Swim, 2. Battle Armor, Weak Armor (hidden ability)","45 (5.9% with PokéBall, full HP)",173,Medium Fast,"87.5% male, 12.5% female",60,115,105,65,70,80
Kadabra,Psychic,Psi Pokémon,1.3 m (4′03″),56.5 kg (124.6 lbs),"1. Synchronize, 2. Inner Focus, Magic Guard (hidden ability)","100 (13.1% with PokéBall, full HP)",140,Medium Slow,"75% male, 25% female",40,35,30,120,70,105
Kakuna,"Bug, Poison",Cocoon Pokémon,0.6 m (2′00″),10.0 kg (22.0 lbs),1. Shed Skin,"120 (15.7% with PokéBall, full HP)",72,Medium Fast,"50% male, 50% female",45,25,50,25,25,35
Kangaskhan,Normal,Parent Pokémon,2.2 m (7′03″),80.0 kg (176.4 lbs),"1. Early Bird, 2. Scrappy, Inner Focus (hidden ability)","45 (5.9% with PokéBall, full HP)",172,Medium Fast,"0% male, 100% female",105,95,80,40,80,90
Karrablast,Bug,Clamping Pokémon,0.5 m (1′08″),5.9 kg (13.0 lbs),"1. Swarm, 2. Shed Skin, No Guard (hidden ability)","200 (26.1% with PokéBall, full HP)",63,Medium Fast,"50% male, 50% female",50,75,45,40,45,60
Kartana,"Grass, Steel",Drawn Sword Pokémon,0.3 m (1′00″),0.1 kg (0.2 lbs),1. Beast Boost,"45 (5.9% with PokéBall, full HP)",257,Slow,Genderless,59,181,131,59,31,109
Kecleon,Normal,Color Swap Pokémon,1.0 m (3′03″),22.0 kg (48.5 lbs),"1. Color Change, Protean (hidden ability)","200 (26.1% with PokéBall, full HP)",154,Medium Slow,"50% male, 50% female",60,90,70,60,120,40
Keldeo Ordinary Form,"Water, Fighting",Colt Pokémon,1.4 m (4′07″),48.5 kg (106.9 lbs),1. Justified,"3 (0.4% with PokéBall, full HP)",261,Slow,Genderless,91,72,90,129,90,108
Keldeo Resolute Form,"Water, Fighting",Colt Pokémon,1.4 m (4′07″),48.5 kg (106.9 lbs),1. Justified,"3 (0.4% with PokéBall, full HP)",261,Slow,Genderless,91,72,90,129,90,108
Kilowattrel,"Electric, Flying",Frigatebird Pokémon,1.4 m (4′07″),38.6 kg (85.1 lbs),"1. Wind Power, 2. Volt Absorb, Competitive (hidden ability)","90 (11.8% with PokéBall, full HP)",172,Medium Slow,"50% male, 50% female",70,70,60,105,60,125
Kingambit,"Dark, Steel",Big Blade Pokémon,2.0 m (6′07″),120.0 kg (264.6 lbs),"1. Defiant, 2. Supreme Overlord, Pressure (hidden ability)","25 (3.3% with PokéBall, full HP)",275,Medium Fast,"50% male, 50% female",100,135,120,60,85,50
Kingdra,"Water, Dragon",Dragon Pokémon,1.8 m (5′11″),152.0 kg (335.1 lbs),"1. Swift Swim, 2. Sniper, Damp (hidden ability)","45 (5.9% with PokéBall, full HP)",243,Medium Fast,"50% male, 50% female",75,95,95,95,95,85
Kingler,Water,Pincer Pokémon,1.3 m (4′03″),60.0 kg (132.3 lbs),"1. Hyper Cutter, 2. Shell Armor, Sheer Force (hidden ability)","60 (7.8% with PokéBall, full HP)",166,Medium Fast,"50% male, 50% female",55,130,115,50,50,75
Kirlia,"Psychic, Fairy",Emotion Pokémon,0.8 m (2′07″),20.2 kg (44.5 lbs),"1. Synchronize, 2. Trace, Telepathy (hidden ability)","120 (15.7% with PokéBall, full HP)",97,Slow,"50% male, 50% female",38,35,35,65,55,50
Klang,Steel,Gear Pokémon,0.6 m (2′00″),51.0 kg (112.4 lbs),"1. Plus, 2. Minus, Clear Body (hidden ability)","60 (7.8% with PokéBall, full HP)",154,Medium Slow,Genderless,60,80,95,70,85,50
Klawf,Rock,Ambush Pokémon,1.3 m (4′03″),79.0 kg (174.2 lbs),"1. Anger Shell, 2. Shell Armor, Regenerator (hidden ability)","120 (15.7% with PokéBall, full HP)",158,Medium Fast,"50% male, 50% female",70,100,115,35,55,75
Kleavor,"Bug, Rock",Axe Pokémon,1.8 m (5′11″),89.0 kg (196.2 lbs),"1. Swarm, 2. Sheer Force, Sharpness (hidden ability)","15 (2.0% with PokéBall, full HP)",175,Medium Fast,"50% male, 50% female",70,135,95,45,70,85
Klefki,"Steel, Fairy",Key Ring Pokémon,0.2 m (0′08″),3.0 kg (6.6 lbs),"1. Prankster, Magician (hidden ability)","75 (9.8% with PokéBall, full HP)",165,Fast,"50% male, 50% female",57,80,91,80,87,75
Klink,Steel,Gear Pokémon,0.3 m (1′00″),21.0 kg (46.3 lbs),"1. Plus, 2. Minus, Clear Body (hidden ability)","130 (17.0% with PokéBall, full HP)",60,Medium Slow,Genderless,40,55,70,45,60,30
Klinklang,Steel,Gear Pokémon,0.6 m (2′00″),81.0 kg (178.6 lbs),"1. Plus, 2. Minus, Clear Body (hidden ability)","30 (3.9% with PokéBall, full HP)",234,Medium Slow,Genderless,60,100,115,70,85,90
Koffing,Poison,Poison Gas Pokémon,0.6 m (2′00″),1.0 kg (2.2 lbs),"1. Levitate, 2. Neutralizing Gas, Stench (hidden ability)","190 (24.8% with PokéBall, full HP)",68,Medium Fast,"50% male, 50% female",40,65,95,60,45,35
