Num,Name,Type1,Type2,GenderRatio (M),GenderRatio (F),BaseStats (HP),BaseStats (Atk),BaseStats (Def),BaseStats (Spa),BaseStats (Spd),BaseStats (Spe),Abilities,Height (m),Weight (kg),Color,Prevo,EvoLevel,Evos
803,Poipole,Poison,null,0.5,0.5,67,73,67,73,67,73,0: Beast Boost,0.6,1.8,Purple,None,Base,Naganadel
804,Naganadel,Poison,Dragon,0.5,0.5,73,73,73,127,73,121,0: Beast Boost,3.6,150,Purple,Poipole,Base,None
805,Stakataka,Rock,Steel,0.5,0.5,61,131,211,53,101,13,0: Beast Boost,5.5,820,Gray,None,Base,None
806,Blacephalon,Fire,Ghost,0.5,0.5,53,127,53,151,79,107,0: Beast Boost,1.8,13,White,None,Base,None
807,Zeraora,Electric,null,0.5,0.5,88,112,75,102,80,143,0: Volt Absorb,1.5,44.5,Yellow,None,Base,None
808,Meltan,Steel,null,0.5,0.5,46,65,65,55,35,34,0: Magnet Pull,0.2,8,Gray,None,Base,None
809,Melmetal,Steel,null,0.5,0.5,135,143,143,80,65,34,0: Iron Fist,2.5,800,Gray,None,Base,None
810,Grookey,Grass,null,0.875,0.125,50,65,50,40,40,65,0: Overgrow H: Grassy Surge,0.3,5,Green,None,Base,Thwackey
811,Thwackey,Grass,null,0.875,0.125,70,85,70,55,60,80,0: Overgrow H: Grassy Surge,0.7,14,Green,Grookey,16,Rillaboom
812,Rillaboom,Grass,null,0.875,0.125,100,125,90,60,70,85,0: Overgrow H: Grassy Surge,2.1,90,Green,Thwackey,35,None
813,Scorbunny,Fire,null,0.875,0.125,50,71,40,40,40,69,0: Blaze H: Libero,0.3,4.5,White,None,Base,Raboot
814,Raboot,Fire,null,0.875,0.125,65,86,60,55,60,94,0: Blaze H: Libero,0.6,9,Gray,Scorbunny,16,Cinderace
815,Cinderace,Fire,null,0.875,0.125,80,116,75,65,75,119,0: Blaze H: Libero,1.4,33,White,Raboot,35,None
816,Sobble,Water,null,0.875,0.125,50,40,40,70,40,70,0: Torrent H: Sniper,0.3,4,Blue,None,Base,Drizzile
817,Drizzile,Water,null,0.875,0.125,65,60,55,95,55,90,0: Torrent H: Sniper,0.7,11.5,Blue,Sobble,16,Inteleon
818,Inteleon,Water,null,0.875,0.125,70,85,65,125,65,120,0: Torrent H: Sniper,1.9,45.2,Blue,Drizzile,35,None
819,Skwovet,Normal,null,0.5,0.5,70,55,55,35,35,25,0: Cheek Pouch H: Gluttony,0.3,2.5,Brown,None,Base,Greedent
820,Greedent,Normal,null,0.5,0.5,120,95,95,55,75,20,0: Cheek Pouch H: Gluttony,0.6,6,Brown,Skwovet,24,None
821,Rookidee,Flying,null,0.5,0.5,38,47,35,33,35,57,0: Keen Eye 1: Unnerve H: Big Pecks,0.2,1.8,Blue,None,Base,Corvisquire
822,Corvisquire,Flying,null,0.5,0.5,68,67,55,43,55,77,0: Keen Eye 1: Unnerve H: Big Pecks,0.8,16,Blue,Rookidee,18,Corviknight
823,Corviknight,Flying,Steel,0.5,0.5,98,87,105,53,85,67,0: Pressure 1: Unnerve H: Mirror Armor,2.2,75,Purple,Corvisquire,38,None
824,Blipbug,Bug,null,0.5,0.5,25,20,20,25,45,45,0: Swarm 1: Compound Eyes H: Telepathy,0.4,8,Blue,None,Base,Dottler
825,Dottler,Bug,Psychic,0.5,0.5,50,35,80,50,90,30,0: Swarm 1: Compound Eyes H: Telepathy,0.4,19.5,Yellow,Blipbug,10,Orbeetle
826,Orbeetle,Bug,Psychic,0.5,0.5,60,45,110,80,120,90,0: Swarm 1: Frisk H: Telepathy,0.4,40.8,Red,Dottler,30,None
827,Nickit,Dark,null,0.5,0.5,40,28,28,47,52,50,0: Run Away 1: Unburden H: Stakeout,0.6,8.9,Brown,None,Base,Thievul
828,Thievul,Dark,null,0.5,0.5,70,58,58,87,92,90,0: Run Away 1: Unburden H: Stakeout,1.2,19.9,Brown,Nickit,18,None
829,Gossifleur,Grass,null,0.5,0.5,40,40,60,40,60,10,0: Cotton Down 1: Regenerator H: Effect Spore,0.4,2.2,Green,None,Base,Eldegoss
830,Eldegoss,Grass,null,0.5,0.5,60,50,90,80,120,60,0: Cotton Down 1: Regenerator H: Effect Spore,0.5,2.5,Green,Gossifleur,20,None
831,Wooloo,Normal,null,0.5,0.5,42,40,55,40,45,48,0: Fluffy 1: Run Away H: Bulletproof,0.6,6,White,None,Base,Dubwool
832,Dubwool,Normal,null,0.5,0.5,72,80,100,60,90,88,0: Fluffy 1: Steadfast H: Bulletproof,1.3,43,White,Wooloo,24,None
833,Chewtle,Water,null,0.5,0.5,50,64,50,38,38,44,0: Strong Jaw 1: Shell Armor H: Swift Swim,0.3,8.5,Green,None,Base,Drednaw
834,Drednaw,Water,Rock,0.5,0.5,90,115,90,48,68,74,0: Strong Jaw 1: Shell Armor H: Swift Swim,1,115.5,Green,Chewtle,22,None
835,Yamper,Electric,null,0.5,0.5,59,45,50,40,50,26,0: Ball Fetch H: Rattled,0.3,13.5,Yellow,None,Base,Boltund
836,Boltund,Electric,null,0.5,0.5,69,90,60,90,60,121,0: Strong Jaw H: Competitive,1,34,Yellow,Yamper,25,None
837,Rolycoly,Rock,null,0.5,0.5,30,40,50,40,50,30,0: Steam Engine 1: Heatproof H: Flash Fire,0.3,12,Black,None,Base,Carkol
838,Carkol,Rock,Fire,0.5,0.5,80,60,90,60,70,50,0: Steam Engine 1: Flame Body H: Flash Fire,1.1,78,Black,Rolycoly,18,Coalossal
839,Coalossal,Rock,Fire,0.5,0.5,110,80,120,80,90,30,0: Steam Engine 1: Flame Body H: Flash Fire,2.8,310.5,Black,Carkol,34,None
840,Applin,Grass,Dragon,0.5,0.5,40,40,80,40,40,20,0: Ripen 1: Gluttony H: Bulletproof,0.2,0.5,Green,None,Base,Flapple
841,Flapple,Grass,Dragon,0.5,0.5,70,110,80,95,60,70,0: Ripen 1: Gluttony H: Hustle,0.3,1,Green,Applin,Base,None
842,Appletun,Grass,Dragon,0.5,0.5,110,85,80,100,80,30,0: Ripen 1: Gluttony H: Thick Fat,0.4,13,Green,Applin,Base,None
843,Silicobra,Ground,null,0.5,0.5,52,57,75,35,50,46,0: Sand Spit 1: Shed Skin H: Sand Veil,2.2,7.6,Green,None,Base,Sandaconda
844,Sandaconda,Ground,null,0.5,0.5,72,107,125,65,70,71,0: Sand Spit 1: Shed Skin H: Sand Veil,3.8,65.5,Green,Silicobra,36,None
845,Cramorant,Flying,Water,0.5,0.5,70,85,55,85,95,85,0: Gulp Missile,0.8,18,Blue,None,Base,None
845,Cramorant-Gulping,Flying,Water,0.5,0.5,70,85,55,85,95,85,0: Gulp Missile,0.8,18,Blue,None,Base,None
845,Cramorant-Gorging,Flying,Water,0.5,0.5,70,85,55,85,95,85,0: Gulp Missile,0.8,18,Blue,None,Base,None
846,Arrokuda,Water,null,0.5,0.5,41,63,40,40,30,66,0: Swift Swim H: Propeller Tail,0.5,1,Brown,None,Base,Barraskewda
847,Barraskewda,Water,null,0.5,0.5,61,123,60,60,50,136,0: Swift Swim H: Propeller Tail,1.3,30,Brown,Arrokuda,26,None
848,Toxel,Electric,Poison,0.5,0.5,40,38,35,54,35,40,0: Rattled 1: Static H: Klutz,0.4,11,Purple,None,Base,Toxtricity
849,Toxtricity,Electric,Poison,0.5,0.5,75,98,70,114,70,75,0: Punk Rock 1: Plus H: Technician,1.6,40,Purple,Toxel,30,None
849,Toxtricity-Low-Key,Electric,Poison,0.5,0.5,75,98,70,114,70,75,0: Punk Rock 1: Minus H: Technician,1.6,40,Purple,Toxel,30,None
850,Sizzlipede,Fire,Bug,0.5,0.5,50,65,45,50,50,45,0: Flash Fire 1: White Smoke H: Flame Body,0.7,1,Red,None,Base,Centiskorch
851,Centiskorch,Fire,Bug,0.5,0.5,100,115,65,90,90,65,0: Flash Fire 1: White Smoke H: Flame Body,3,120,Red,Sizzlipede,28,None
852,Clobbopus,Fighting,null,0.5,0.5,50,68,60,50,50,32,0: Limber H: Technician,0.6,4,Brown,None,Base,Grapploct
853,Grapploct,Fighting,null,0.5,0.5,80,118,90,70,80,42,0: Limber H: Technician,1.6,39,Blue,Clobbopus,Base,None
854,Sinistea,Ghost,null,0.5,0.5,40,45,45,74,54,50,0: Weak Armor H: Cursed Body,0.1,0.2,Purple,None,Base,Polteageist
854,Sinistea-Antique,Ghost,null,0.5,0.5,40,45,45,74,54,50,0: Weak Armor H: Cursed Body,0.1,0.2,Purple,None,Base,Polteageist-Antique
855,Polteageist,Ghost,null,0.5,0.5,60,65,65,134,114,70,0: Weak Armor H: Cursed Body,0.2,0.4,Purple,Sinistea,Base,None
855,Polteageist-Antique,Ghost,null,0.5,0.5,60,65,65,134,114,70,0: Weak Armor H: Cursed Body,0.2,0.4,Purple,Sinistea-Antique,Base,None
856,Hatenna,Psychic,null,0.5,0.5,42,30,45,56,53,39,0: Healer 1: Anticipation H: Magic Bounce,0.4,3.4,Pink,None,Base,Hattrem
857,Hattrem,Psychic,null,0.5,0.5,57,40,65,86,73,49,0: Healer 1: Anticipation H: Magic Bounce,0.6,4.8,Pink,Hatenna,32,Hatterene
858,Hatterene,Psychic,Fairy,0.5,0.5,57,90,95,136,103,29,0: Healer 1: Anticipation H: Magic Bounce,2.1,5.1,Pink,Hattrem,42,None
859,Impidimp,Dark,Fairy,0.5,0.5,45,45,30,55,40,50,0: Prankster 1: Frisk H: Pickpocket,0.4,5.5,Pink,None,Base,Morgrem
860,Morgrem,Dark,Fairy,0.5,0.5,65,60,45,75,55,70,0: Prankster 1: Frisk H: Pickpocket,0.8,12.5,Pink,Impidimp,32,Grimmsnarl
861,Grimmsnarl,Dark,Fairy,0.5,0.5,95,120,65,95,75,60,0: Prankster 1: Frisk H: Pickpocket,1.5,61,Purple,Morgrem,42,None
862,Obstagoon,Dark,Normal,0.5,0.5,93,90,101,60,81,95,0: Reckless 1: Guts H: Defiant,1.6,46,Gray,Linoone-Galar,35,None
863,Perrserker,Steel,null,0.5,0.5,70,110,100,50,60,50,0: Battle Armor 1: Tough Claws H: Steely Spirit,0.8,28,Brown,Meowth-Galar,28,None
864,Cursola,Ghost,null,0.25,0.75,60,95,50,145,130,30,0: Weak Armor H: Perish Body,1,0.4,White,Corsola-Galar,38,None
865,Sirfetch\u2019d,Fighting,null,0.5,0.5,62,135,95,68,82,65,0: Steadfast H: Scrappy,0.8,117,White,Farfetch\u2019d-Galar,Base,None
866,Mr. Rime,Ice,Psychic,0.5,0.5,80,85,75,110,100,70,0: Tangled Feet 1: Screen Cleaner H: Ice Body,1.5,58.2,Purple,Mr. Mime-Galar,42,None
867,Runerigus,Ground,Ghost,0.5,0.5,58,95,145,50,105,30,0: Wandering Spirit,1.6,66.6,Gray,Yamask-Galar,Base,None
868,Milcery,Fairy,null,0.5,0.5,45,40,40,50,61,34,0: Sweet Veil H: Aroma Veil,0.2,0.3,White,None,Base,Alcremie
869,Alcremie,Fairy,null,0.5,0.5,65,60,75,110,121,64,0: Sweet Veil H: Aroma Veil,0.3,0.5,White,Milcery,Base,None
870,Falinks,Fighting,null,0.5,0.5,65,100,100,70,60,75,0: Battle Armor H: Defiant,3,62,Yellow,None,Base,None
871,Pincurchin,Electric,null,0.5,0.5,48,101,95,91,85,15,0: Lightning Rod H: Electric Surge,0.3,1,Purple,None,Base,None
872,Snom,Ice,Bug,0.5,0.5,30,25,35,45,30,20,0: Shield Dust H: Ice Scales,0.3,3.8,White,None,Base,Frosmoth
873,Frosmoth,Ice,Bug,0.5,0.5,70,65,60,125,90,65,0: Shield Dust H: Ice Scales,1.3,42,White,Snom,Base,None
874,Stonjourner,Rock,null,0.5,0.5,100,125,135,20,20,70,0: Power Spot,2.5,520,Gray,None,Base,None
875,Eiscue,Ice,null,0.5,0.5,75,80,110,65,90,50,0: Ice Face,1.4,89,Blue,None,Base,None
875,Eiscue-Noice,Ice,null,0.5,0.5,75,80,70,65,50,130,0: Ice Face,1.4,89,Blue,None,Base,None
876,Indeedee,Psychic,Normal,0.5,0.5,60,65,55,105,95,95,0: Inner Focus 1: Synchronize H: Psychic Surge,0.9,28,Purple,None,Base,None
876,Indeedee-F,Psychic,Normal,0.5,0.5,70,55,65,95,105,85,0: Own Tempo 1: Synchronize H: Psychic Surge,0.9,28,Purple,None,Base,None
877,Morpeko,Electric,Dark,0.5,0.5,58,95,58,70,58,97,0: Hunger Switch,0.3,3,Yellow,None,Base,None
877,Morpeko-Hangry,Electric,Dark,0.5,0.5,58,95,58,70,58,97,0: Hunger Switch,0.3,3,Purple,None,Base,None
878,Cufant,Steel,null,0.5,0.5,72,80,49,40,49,40,0: Sheer Force H: Heavy Metal,1.2,100,Yellow,None,Base,Copperajah
879,Copperajah,Steel,null,0.5,0.5,122,130,69,80,69,30,0: Sheer Force H: Heavy Metal,3,650,Green,Cufant,34,None
880,Dracozolt,Electric,Dragon,0.5,0.5,90,100,90,80,70,75,0: Volt Absorb 1: Hustle H: Sand Rush,1.8,190,Green,None,Base,None
881,Arctozolt,Electric,Ice,0.5,0.5,90,100,90,90,80,55,0: Volt Absorb 1: Static H: Slush Rush,2.3,150,Blue,None,Base,None
882,Dracovish,Water,Dragon,0.5,0.5,90,90,100,70,80,75,0: Water Absorb 1: Strong Jaw H: Sand Rush,2.3,215,Green,None,Base,None
883,Arctovish,Water,Ice,0.5,0.5,90,90,100,80,90,55,0: Water Absorb 1: Ice Body H: Slush Rush,2,175,Blue,None,Base,None
884,Duraludon,Steel,Dragon,0.5,0.5,70,95,115,120,50,85,0: Light Metal 1: Heavy Metal H: Stalwart,1.8,40,White,None,Base,Archaludon
885,Dreepy,Dragon,Ghost,0.5,0.5,28,60,30,40,30,82,0: Clear Body 1: Infiltrator H: Cursed Body,0.5,2,Green,None,Base,Drakloak
886,Drakloak,Dragon,Ghost,0.5,0.5,68,80,50,60,50,102,0: Clear Body 1: Infiltrator H: Cursed Body,1.4,11,Green,Dreepy,50,Dragapult
887,Dragapult,Dragon,Ghost,0.5,0.5,88,120,75,100,75,142,0: Clear Body 1: Infiltrator H: Cursed Body,3,50,Green,Drakloak,60,None
888,Zacian,Fairy,null,0.5,0.5,92,120,115,80,115,138,0: Intrepid Sword,2.8,110,Blue,None,Base,None
888,Zacian-Crowned,Fairy,Steel,0.5,0.5,92,150,115,80,115,148,0: Intrepid Sword,2.8,355,Blue,None,Base,None
889,Zamazenta,Fighting,null,0.5,0.5,92,120,115,80,115,138,0: Dauntless Shield,2.9,210,Red,None,Base,None
889,Zamazenta-Crowned,Fighting,Steel,0.5,0.5,92,120,140,80,140,128,0: Dauntless Shield,2.9,785,Red,None,Base,None
890,Eternatus,Poison,Dragon,0.5,0.5,140,85,95,145,95,130,0: Pressure,20,950,Purple,None,Base,None
890,Eternatus-Eternamax,Poison,Dragon,0.5,0.5,255,115,250,125,250,130,0: Pressure,100,0,Purple,None,Base,None
891,Kubfu,Fighting,null,0.875,0.125,60,90,60,53,50,72,0: Inner Focus,0.6,12,Gray,None,Base,Urshifu
892,Urshifu,Fighting,Dark,0.875,0.125,100,130,100,63,60,97,0: Unseen Fist,1.9,105,Gray,Kubfu,Base,None
892,Urshifu-Rapid-Strike,Fighting,Water,0.875,0.125,100,130,100,63,60,97,0: Unseen Fist,1.9,105,Gray,Kubfu,Base,None
893,Zarude,Dark,Grass,0.5,0.5,105,120,105,70,95,105,0: Leaf Guard,1.8,70,Black,None,Base,None
893,Zarude-Dada,Dark,Grass,0.5,0.5,105,120,105,70,95,105,0: Leaf Guard,1.8,70,Black,None,Base,None
894,Regieleki,Electric,null,0.5,0.5,80,100,50,100,50,200,0: Transistor,1.2,145,Yellow,None,Base,None
895,Regidrago,Dragon,null,0.5,0.5,200,100,50,100,50,80,0: Dragon's Maw,2.1,200,Green,None,Base,None
896,Glastrier,Ice,null,0.5,0.5,100,145,130,65,110,30,0: Chilling Neigh,2.2,800,White,None,Base,None
897,Spectrier,Ghost,null,0.5,0.5,100,65,60,145,80,130,0: Grim Neigh,2,44.5,Black,None,Base,None
898,Calyrex,Psychic,Grass,0.5,0.5,100,80,80,80,80,80,0: Unnerve,1.1,7.7,Green,None,Base,None
898,Calyrex-Ice,Psychic,Ice,0.5,0.5,100,165,150,85,130,50,0: As One (Glastrier),2.4,809.1,White,None,Base,None
898,Calyrex-Shadow,Psychic,Ghost,0.5,0.5,100,85,80,165,100,150,0: As One (Spectrier),2.4,53.6,Black,None,Base,None
899,Wyrdeer,Normal,Psychic,0.5,0.5,103,105,72,105,75,65,0: Intimidate 1: Frisk H: Sap Sipper,1.8,95.1,Gray,Stantler,Base,None
900,Kleavor,Bug,Rock,0.5,0.5,70,135,95,45,70,85,0: Swarm 1: Sheer Force H: Sharpness,1.8,89,Brown,Scyther,Base,None
901,Ursaluna,Ground,Normal,0.5,0.5,130,140,105,45,80,50,0: Guts 1: Bulletproof H: Unnerve,2.4,290,Brown,Ursaring,Base,None
901,Ursaluna-Bloodmoon,Ground,Normal,0.5,0.5,113,70,120,135,65,52,0: Mind's Eye,2.7,333,Brown,None,Base,None
902,Basculegion,Water,Ghost,0.5,0.5,120,112,65,80,75,78,0: Swift Swim 1: Adaptability H: Mold Breaker,3,110,Green,Basculin-White-Striped,Base,None
902,Basculegion-F,Water,Ghost,0.5,0.5,120,92,65,100,75,78,0: Swift Swim 1: Adaptability H: Mold Breaker,3,110,Green,Basculin-White-Striped,Base,None
903,Sneasler,Fighting,Poison,0.5,0.5,80,130,60,40,80,120,0: Pressure 1: Unburden H: Poison Touch,1.3,43,Blue,Sneasel-Hisui,Base,None
904,Overqwil,Dark,Poison,0.5,0.5,85,115,95,65,65,85,0: Poison Point 1: Swift Swim H: Intimidate,2.5,60.5,Black,Qwilfish-Hisui,Base,None
905,Enamorus,Fairy,Flying,0.5,0.5,74,115,70,135,80,106,0: Cute Charm H: Contrary,1.6,48,Pink,None,Base,None
905,Enamorus-Therian,Fairy,Flying,0.5,0.5,74,115,110,135,100,46,0: Overcoat,1.6,48,Pink,None,Base,None
906,Sprigatito,Grass,null,0.875,0.125,40,61,54,45,45,65,0: Overgrow H: Protean,0.4,4.1,Green,None,Base,Floragato
907,Floragato,Grass,null,0.875,0.125,61,80,63,60,63,83,0: Overgrow H: Protean,0.9,12.2,Green,Sprigatito,16,Meowscarada
908,Meowscarada,Grass,Dark,0.875,0.125,76,110,70,81,70,123,0: Overgrow H: Protean,1.5,31.2,Green,Floragato,36,None
909,Fuecoco,Fire,null,0.875,0.125,67,45,59,63,40,36,0: Blaze H: Unaware,0.4,9.8,Red,None,Base,Crocalor
910,Crocalor,Fire,null,0.875,0.125,81,55,78,90,58,49,0: Blaze H: Unaware,1,30.7,Red,Fuecoco,16,Skeledirge
911,Skeledirge,Fire,Ghost,0.875,0.125,104,75,100,110,75,66,0: Blaze H: Unaware,1.6,326.5,Red,Crocalor,36,None
912,Quaxly,Water,null,0.875,0.125,55,65,45,50,45,50,0: Torrent H: Moxie,0.5,6.1,Blue,None,Base,Quaxwell
913,Quaxwell,Water,null,0.875,0.125,70,85,65,65,60,65,0: Torrent H: Moxie,1.2,21.5,Blue,Quaxly,16,Quaquaval
914,Quaquaval,Water,Fighting,0.875,0.125,85,120,80,85,75,85,0: Torrent H: Moxie,1.8,61.9,Blue,Quaxwell,36,None
915,Lechonk,Normal,null,0.5,0.5,54,45,40,35,45,35,0: Aroma Veil 1: Gluttony H: Thick Fat,0.5,10.2,Gray,None,Base,Oinkologne
916,Oinkologne,Normal,null,0.5,0.5,110,100,75,59,80,65,0: Lingering Aroma 1: Gluttony H: Thick Fat,1,120,Gray,Lechonk,18,None
916,Oinkologne-F,Normal,null,0.5,0.5,115,90,70,59,90,65,0: Aroma Veil 1: Gluttony H: Thick Fat,1,120,Brown,Lechonk,18,None
917,Tarountula,Bug,null,0.5,0.5,35,41,45,29,40,20,0: Insomnia H: Stakeout,0.3,4,White,None,Base,Spidops
918,Spidops,Bug,null,0.5,0.5,60,79,92,52,86,35,0: Insomnia H: Stakeout,1,16.5,Green,Tarountula,15,None
919,Nymble,Bug,null,0.5,0.5,33,46,40,21,25,45,0: Swarm H: Tinted Lens,0.2,1,Gray,None,Base,Lokix
920,Lokix,Bug,Dark,0.5,0.5,71,102,78,52,55,92,0: Swarm H: Tinted Lens,1,17.5,Gray,Nymble,24,None
921,Pawmi,Electric,null,0.5,0.5,45,50,20,40,25,60,0: Static 1: Natural Cure H: Iron Fist,0.3,2.5,Yellow,None,Base,Pawmo
922,Pawmo,Electric,Fighting,0.5,0.5,60,75,40,50,40,85,0: Volt Absorb 1: Natural Cure H: Iron Fist,0.4,6.5,Yellow,Pawmi,18,Pawmot
923,Pawmot,Electric,Fighting,0.5,0.5,70,115,70,70,60,105,0: Volt Absorb 1: Natural Cure H: Iron Fist,0.9,41,Yellow,Pawmo,Base,None
924,Tandemaus,Normal,null,0.5,0.5,50,50,45,40,45,75,0: Run Away 1: Pickup H: Own Tempo,0.3,1.8,White,None,Base,Maushold
925,Maushold,Normal,null,0.5,0.5,74,75,70,65,75,111,0: Friend Guard 1: Cheek Pouch H: Technician,0.3,2.3,White,Tandemaus,25,None
925,Maushold-Four,Normal,null,0.5,0.5,74,75,70,65,75,111,0: Friend Guard 1: Cheek Pouch H: Technician,0.3,2.8,White,Tandemaus,25,None
926,Fidough,Fairy,null,0.5,0.5,37,55,70,30,55,65,0: Own Tempo H: Klutz,0.3,10.9,Yellow,None,Base,Dachsbun
927,Dachsbun,Fairy,null,0.5,0.5,57,80,115,50,80,95,0: Well-Baked Body H: Aroma Veil,0.5,14.9,Brown,Fidough,26,None
928,Smoliv,Grass,Normal,0.5,0.5,41,35,45,58,51,30,0: Early Bird H: Harvest,0.3,6.5,Green,None,Base,Dolliv
929,Dolliv,Grass,Normal,0.5,0.5,52,53,60,78,78,33,0: Early Bird H: Harvest,0.6,11.9,Green,Smoliv,25,Arboliva
930,Arboliva,Grass,Normal,0.5,0.5,78,69,90,125,109,39,0: Seed Sower H: Harvest,1.4,48.2,Green,Dolliv,35,None
931,Squawkabilly,Normal,Flying,0.5,0.5,82,96,51,45,51,92,0: Intimidate 1: Hustle H: Guts,0.6,2.4,Green,None,Base,None
931,Squawkabilly-Blue,Normal,Flying,0.5,0.5,82,96,51,45,51,92,0: Intimidate 1: Hustle H: Guts,0.6,2.4,Blue,None,Base,None
931,Squawkabilly-Yellow,Normal,Flying,0.5,0.5,82,96,51,45,51,92,0: Intimidate 1: Hustle H: Sheer Force,0.6,2.4,Yellow,None,Base,None
931,Squawkabilly-White,Normal,Flying,0.5,0.5,82,96,51,45,51,92,0: Intimidate 1: Hustle H: Sheer Force,0.6,2.4,White,None,Base,None
932,Nacli,Rock,null,0.5,0.5,55,55,75,35,35,25,0: Purifying Salt 1: Sturdy H: Clear Body,0.4,16,Brown,None,Base,Naclstack
933,Naclstack,Rock,null,0.5,0.5,60,60,100,35,65,35,0: Purifying Salt 1: Sturdy H: Clear Body,0.6,105,Brown,Nacli,24,Garganacl
934,Garganacl,Rock,null,0.5,0.5,100,100,130,45,90,35,0: Purifying Salt 1: Sturdy H: Clear Body,2.3,240,Brown,Naclstack,38,None
935,Charcadet,Fire,null,0.5,0.5,40,50,40,50,40,35,0: Flash Fire H: Flame Body,0.6,10.5,Red,None,Base,Armarouge
936,Armarouge,Fire,Psychic,0.5,0.5,85,60,100,125,80,75,0: Flash Fire H: Weak Armor,1.5,85,Red,Charcadet,Base,None
937,Ceruledge,Fire,Ghost,0.5,0.5,75,125,80,60,100,85,0: Flash Fire H: Weak Armor,1.6,62,Purple,Charcadet,Base,None
938,Tadbulb,Electric,null,0.5,0.5,61,31,41,59,35,45,0: Own Tempo 1: Static H: Damp,0.3,0.4,Yellow,None,Base,Bellibolt
939,Bellibolt,Electric,null,0.5,0.5,109,64,91,103,83,45,0: Electromorphosis 1: Static H: Damp,1.2,113,Green,Tadbulb,Base,None
940,Wattrel,Electric,Flying,0.5,0.5,40,40,35,55,40,70,0: Wind Power 1: Volt Absorb H: Competitive,0.4,3.6,Black,None,Base,Kilowattrel
941,Kilowattrel,Electric,Flying,0.5,0.5,70,70,60,105,60,125,0: Wind Power 1: Volt Absorb H: Competitive,1.4,38.6,Yellow,Wattrel,25,None
942,Maschiff,Dark,null,0.5,0.5,60,78,60,40,51,51,0: Intimidate 1: Run Away H: Stakeout,0.5,16,Brown,None,Base,Mabosstiff
943,Mabosstiff,Dark,null,0.5,0.5,80,120,90,60,70,85,0: Intimidate 1: Guard Dog H: Stakeout,1.1,61,Gray,Maschiff,30,None
944,Shroodle,Poison,Normal,0.5,0.5,40,65,35,40,35,75,0: Unburden 1: Pickpocket H: Prankster,0.2,0.7,Gray,None,Base,Grafaiai
945,Grafaiai,Poison,Normal,0.5,0.5,63,95,65,80,72,110,0: Unburden 1: Poison Touch H: Prankster,0.7,27.2,Gray,Shroodle,28,None
946,Bramblin,Grass,Ghost,0.5,0.5,40,65,30,45,35,60,0: Wind Rider H: Infiltrator,0.6,0.6,Brown,None,Base,Brambleghast
947,Brambleghast,Grass,Ghost,0.5,0.5,55,115,70,80,70,90,0: Wind Rider H: Infiltrator,1.2,6,Brown,Bramblin,Base,None
948,Toedscool,Ground,Grass,0.5,0.5,40,40,35,50,100,70,0: Mycelium Might,0.9,33,Yellow,None,Base,Toedscruel
949,Toedscruel,Ground,Grass,0.5,0.5,80,70,65,80,120,100,0: Mycelium Might,1.9,58,Black,Toedscool,30,None
950,Klawf,Rock,null,0.5,0.5,70,100,115,35,55,75,0: Anger Shell 1: Shell Armor H: Regenerator,1.3,79,Red,None,Base,None
951,Capsakid,Grass,null,0.5,0.5,50,62,40,62,40,50,0: Chlorophyll 1: Insomnia H: Klutz,0.3,3,Green,None,Base,Scovillain
952,Scovillain,Grass,Fire,0.5,0.5,65,108,65,108,65,75,0: Chlorophyll 1: Insomnia H: Moody,0.9,15,Green,Capsakid,Base,None
953,Rellor,Bug,null,0.5,0.5,41,50,60,31,58,30,0: Compound Eyes H: Shed Skin,0.2,1,Brown,None,Base,Rabsca
954,Rabsca,Bug,Psychic,0.5,0.5,75,50,85,115,100,45,0: Synchronize H: Telepathy,0.3,3.5,Green,Rellor,Base,None
955,Flittle,Psychic,null,0.5,0.5,30,35,30,55,30,75,0: Anticipation 1: Frisk H: Speed Boost,0.2,1.5,Yellow,None,Base,Espathra
956,Espathra,Psychic,null,0.5,0.5,95,60,60,101,60,105,0: Opportunist 1: Frisk H: Speed Boost,1.9,90,Yellow,Flittle,35,None
957,Tinkatink,Fairy,Steel,0.5,0.5,50,45,45,35,64,58,0: Mold Breaker 1: Own Tempo H: Pickpocket,0.4,8.9,Pink,None,Base,Tinkatuff
958,Tinkatuff,Fairy,Steel,0.5,0.5,65,55,55,45,82,78,0: Mold Breaker 1: Own Tempo H: Pickpocket,0.7,59.1,Pink,Tinkatink,24,Tinkaton
959,Tinkaton,Fairy,Steel,0.5,0.5,85,75,77,70,105,94,0: Mold Breaker 1: Own Tempo H: Pickpocket,0.7,112.8,Pink,Tinkatuff,38,None
960,Wiglett,Water,null,0.5,0.5,10,55,25,35,25,95,0: Gooey 1: Rattled H: Sand Veil,1.2,1.8,White,None,Base,Wugtrio
961,Wugtrio,Water,null,0.5,0.5,35,100,50,50,70,120,0: Gooey 1: Rattled H: Sand Veil,1.2,5.4,Red,Wiglett,26,None
962,Bombirdier,Flying,Dark,0.5,0.5,70,103,85,60,85,82,0: Big Pecks 1: Keen Eye H: Rocky Payload,1.5,42.9,White,None,Base,None
963,Finizen,Water,null,0.5,0.5,70,45,40,45,40,75,0: Water Veil,1.3,60.2,Blue,None,Base,Palafin
964,Palafin,Water,null,0.5,0.5,100,70,72,53,62,100,0: Zero to Hero,1.3,60.2,Blue,Finizen,38,None
